Gene	ESC_CTCF	ESC_esrrb	ESC_mafk	ESC_myc	ESC_nanog	ESC_pou5f1	ESC_sox2	ESC_Sp1	ESC_Sp3
Stk40	1	0	1	1	1	1	1	1	1
Stmn1	0	1	0	1	0	1	1	1	1
Stmn1-rs1	0	0	0	0	0	0	0	0	0
Stmn2	0	0	1	1	0	1	1	0	1
Stmn3	0	1	0	0	0	1	0	0	1
Stn1	0	0	0	0	0	0	0	0	0
Stom	0	0	0	0	0	0	0	1	1
Stoml1	1	0	1	0	0	0	0	1	1
Stoml2	1	0	1	1	0	1	0	1	1
Ston1	0	1	0	0	0	0	0	0	0
Ston2	0	0	0	0	0	0	0	0	0
Stox1	0	0	0	0	0	0	0	1	1
Stox2	0	0	0	0	0	1	0	0	1
Stra8	0	0	0	0	0	0	0	0	0
Strada	0	0	0	1	0	1	0	1	1
Stradb	0	0	0	0	0	0	0	1	1
Strap	0	0	0	1	0	0	0	1	1
Strbp	0	0	0	0	0	0	0	0	0
Strip1	0	1	1	0	1	1	0	1	1
Strn	0	0	0	1	0	1	0	1	1
Strn3	0	1	0	0	0	1	0	1	1
Strn4	0	0	0	0	0	0	0	0	1
Stt3a	0	0	0	1	0	1	0	1	1
Stt3b	0	1	1	1	0	1	0	1	1
Stub1	0	1	0	0	0	1	0	0	0
Stum	0	0	0	0	0	0	0	1	1
Stx11	0	1	0	0	0	1	0	1	1
Stx12	0	0	0	1	0	1	0	1	1
Stx16	1	0	1	1	0	1	0	1	1
Stx17	0	0	0	0	0	1	0	1	1
Stx18	0	0	1	0	0	0	0	0	0
Stx19	0	0	0	0	0	0	0	0	0
Stx1a	0	0	0	0	0	1	0	1	1
Stx1b	1	0	0	0	0	0	0	1	1
Stx2	0	0	0	0	0	1	0	1	1
Stx3	1	0	0	0	0	0	0	0	1
Stx4a	0	1	0	1	0	0	0	1	1
Stx5a	0	0	1	1	0	1	0	1	1
Stx6	0	0	0	0	0	0	0	1	1
Stx7	0	0	0	0	0	0	0	1	1
Stx8	0	0	0	0	0	0	0	0	1
Stxbp1	0	0	0	0	0	1	0	1	1
Stxbp2	0	0	0	0	0	1	0	1	1
Stxbp3	1	0	0	1	0	1	0	1	1
Stxbp4	1	0	1	0	0	0	0	0	0
Stxbp5	0	0	0	0	0	0	0	0	1
Stxbp6	0	0	0	0	0	0	0	0	1
Styx	0	0	0	0	0	1	0	1	1
Sub1	0	0	0	0	0	0	0	1	1
Sucla2	0	0	0	0	0	0	0	1	1
Suclg1	1	1	1	0	0	1	0	0	1
Suclg2	0	0	0	1	0	0	0	1	1
Suco	0	0	1	1	0	1	0	1	1
Suds3	1	0	1	0	0	0	0	1	0
Sufu	1	0	0	0	0	1	0	1	1
Sugp1	0	0	0	0	0	0	0	0	1
Sugp2	0	0	0	1	0	0	0	0	0
Sugt1	0	1	0	0	0	0	0	1	1
Sulf1	0	1	1	0	1	1	1	0	0
Sulf2	1	0	0	0	0	1	1	1	1
Sult1a1	0	0	0	0	0	0	0	0	0
Sult2b1	0	0	0	0	0	0	0	0	0
Sult4a1	0	1	0	0	0	0	0	1	1
Sult5a1	0	0	0	0	0	0	0	1	1
Sult6b1	0	0	0	0	0	0	0	0	0
Sult6b2	0	0	0	0	0	0	0	0	0
Sumf1	0	0	1	0	0	0	0	0	1
Sumf2	0	0	0	0	0	0	0	1	1
Sumo1	0	0	0	1	0	0	0	1	1
Sumo2	0	0	0	0	0	1	0	1	1
Sumo3	1	1	0	0	0	0	1	0	0
Sun1	0	0	0	1	0	1	1	1	1
Sun2	0	0	0	0	0	0	0	1	1
Suox	1	0	0	0	0	0	0	1	1
Supt16	0	0	0	1	0	1	0	1	1
Supt20	0	1	0	0	0	1	0	1	1
Supt3	0	0	1	1	0	1	0	1	1
Supt4a	0	0	0	0	0	1	0	1	1
Supt4b	0	0	0	0	0	0	0	0	0
Supt5	1	0	1	1	0	1	0	1	1
Supt6	0	0	0	0	0	0	0	0	0
Supt7l	0	0	0	0	0	1	0	0	0
Supv3l1	0	1	1	1	0	0	0	1	1
Surf1	0	0	0	0	0	0	0	0	0
Surf2	0	0	0	0	0	0	0	0	0
Surf4	0	0	0	0	0	1	0	1	1
Surf6	0	1	1	1	0	1	0	1	1
Susd1	0	0	0	1	0	0	0	0	1
Susd2	0	1	1	0	0	0	0	1	1
Susd3	0	0	0	0	0	1	0	1	1
Susd4	0	1	0	0	0	0	0	0	1
Susd5	0	0	0	0	0	0	0	1	1
Susd6	1	1	1	0	0	1	0	1	1
Suv39h1	0	0	0	0	0	0	0	1	1
Suv39h2	0	0	0	1	0	0	0	1	1
Suz12	0	0	0	1	0	1	0	1	1
Sv2a	0	0	0	0	0	0	0	0	0
Svbp	0	0	0	0	0	1	0	1	1
Svep1	0	0	0	0	0	0	0	0	1
Svil	0	0	0	0	0	0	0	0	0
Svip	0	0	1	0	0	0	0	1	1
Svop	0	0	0	1	0	1	0	1	1
Svopl	0	0	0	0	0	0	0	0	0
Swap70	1	1	0	1	0	1	0	1	1
Swi5	0	0	0	1	0	0	0	0	1
Swsap1	0	0	0	0	0	0	0	0	0
Swt1	0	0	0	0	1	1	1	1	0
Syap1	0	0	0	0	0	0	0	0	1
Syce1	0	1	0	0	0	0	0	0	1
Syce2	1	0	1	1	0	1	0	1	1
Syce3	0	0	0	0	0	0	0	1	1
Sycp1	0	1	0	1	0	0	0	0	1
Sycp3	0	0	0	1	0	0	0	1	1
Syde1	0	0	0	0	0	0	0	0	0
Syde2	0	0	0	1	0	1	0	1	1
Syf2	0	0	0	0	0	1	0	1	1
Syk	0	0	0	0	0	0	0	1	1
Sympk	0	0	0	0	0	1	0	1	1
Syn1	1	0	0	0	0	0	0	1	1
Syn3	1	0	0	0	0	0	0	1	1
Sync	0	0	0	0	0	0	0	1	1
Syncrip	0	0	0	1	1	1	1	1	1
Syndig1	0	1	0	0	0	1	0	0	1
Syndig1l	0	0	0	0	0	0	0	1	1
Syne1	0	1	1	0	0	1	0	1	1
Syne2	0	0	0	0	0	0	0	1	1
Syne3	0	0	0	0	1	1	0	1	1
Syne4	0	0	0	0	0	0	0	1	1
Syngap1	0	0	0	0	0	0	0	0	0
Syngr1	1	1	0	0	1	1	0	0	1
Syngr2	1	0	0	1	0	1	0	1	1
Syngr3	0	1	0	0	0	0	0	0	0
Synj1	0	0	0	1	0	1	0	1	1
Synj2	1	0	1	0	0	0	0	1	1
Synj2bp	0	1	0	0	0	1	0	0	0
Synm	1	0	1	0	0	0	0	0	1
Synpo	0	0	0	0	0	0	0	1	1
Synrg	0	0	1	0	0	1	0	1	1
Syp	0	1	1	0	0	1	0	1	1
Sypl	0	0	1	0	0	1	0	1	1
Sys1	1	0	1	0	0	1	0	1	1
Syt11	0	0	1	1	0	0	0	1	1
Syt12	0	0	0	0	0	0	0	0	0
Syt13	0	0	0	0	0	0	0	0	1
Syt14	0	0	1	0	0	1	0	1	1
Syt16	0	0	0	0	0	0	0	0	0
Syt3	0	1	1	0	0	1	0	1	1
Syt4	0	0	0	0	0	1	0	0	0
Syt5	1	0	0	0	0	0	0	1	1
Syt6	0	0	0	0	0	0	0	0	1
Syt7	1	0	1	0	0	1	0	1	1
Syt9	0	1	0	1	0	1	0	0	1
Sytl2	0	0	0	0	0	0	0	0	1
Sytl3	0	1	0	0	0	1	0	0	0
Sytl4	0	0	0	0	0	0	0	0	0
Sytl5	0	0	0	0	0	0	0	0	0
Syvn1	1	0	1	1	0	1	0	1	1
Szrd1	0	0	0	1	0	1	0	1	1
Szt2	0	0	0	0	0	0	0	0	0
T	0	0	0	0	0	0	0	0	1
Tab1	1	1	0	1	0	1	0	1	1
Tab2	0	0	0	0	0	1	0	0	1
Tab3	0	0	0	0	0	0	0	1	1
Tac1	0	0	0	0	0	0	0	0	0
Tac4	0	0	0	0	0	0	0	0	0
Tacc1	0	0	0	0	0	0	0	0	1
Tacc2	0	1	1	1	0	0	0	0	1
Tacc3	0	0	0	0	0	0	0	0	0
Taco1	1	1	1	1	0	1	0	1	1
Tacstd2	0	1	0	0	0	0	0	0	1
Tada1	0	0	0	0	0	0	0	0	0
Tada2a	0	1	1	1	0	0	0	1	1
Tada2b	0	0	0	0	0	0	0	0	0
Tada3	0	0	0	1	1	0	0	1	0
Taf1	0	0	0	0	0	0	0	1	1
Taf10	1	0	0	0	0	1	0	1	1
Taf11	1	0	1	0	0	1	0	0	0
Taf12	0	0	0	1	0	0	0	1	1
Taf13	0	0	1	0	0	0	0	1	1
Taf15	1	0	1	1	0	1	0	1	1
Taf1a	0	0	1	1	0	1	0	1	1
Taf1b	0	0	1	0	0	1	0	1	1
Taf1c	1	0	0	1	0	1	0	1	1
Taf1d	0	0	0	0	0	0	0	1	0
Taf2	0	0	1	0	0	0	0	1	1
Taf3	0	0	1	1	0	1	0	1	1
Taf4	0	0	0	0	0	0	0	0	0
Taf4b	0	0	1	1	0	1	0	1	1
Taf5	0	0	1	1	0	1	0	1	1
Taf5l	0	0	0	1	0	0	0	1	1
Taf6	0	0	0	0	0	0	0	1	1
Taf6l	0	1	1	1	0	1	0	1	1
Taf7	0	0	1	0	0	0	0	0	1
Taf7l	0	0	0	0	0	0	0	0	0
Taf8	1	0	0	1	0	0	0	1	1
Taf9	0	0	0	0	0	0	0	0	1
Taf9b	0	0	0	0	0	0	0	0	1
Tagap	0	0	0	0	0	0	0	0	0
Tagap1	0	0	0	1	0	0	0	1	1
Tagln	1	0	0	0	0	0	0	0	0
Tagln2	1	0	1	0	0	0	0	1	1
Tagln3	0	1	0	0	1	0	1	0	1
Tal1	0	0	0	0	0	0	0	0	0
Tal2	0	1	0	0	0	1	0	0	0
Taldo1	0	0	0	0	0	0	0	1	1
Tamm41	1	1	1	1	1	0	0	1	1
Tanc1	0	0	0	0	0	1	0	1	1
Tanc2	0	0	0	0	0	0	0	1	1
Tango2	0	0	0	0	0	0	0	0	1
Tango6	1	0	1	1	0	1	0	1	1
Tank	0	0	0	0	0	0	0	1	1
Taok1	0	0	1	1	0	1	0	1	1
Taok2	0	0	0	1	0	1	0	1	1
Taok3	0	0	0	0	0	0	0	1	1
Tap1	0	0	1	0	0	1	0	1	1
Tap2	0	0	0	0	0	0	0	0	1
Tapbp	0	0	0	0	0	0	0	0	0
Tapbpl	0	0	0	0	0	0	0	0	0
Tapt1	0	0	0	1	0	0	0	1	1
Tarbp1	1	0	0	0	0	0	0	1	1
Tarbp2	0	0	0	0	0	0	0	0	0
Tardbp	0	1	0	1	0	0	0	1	1
Tars	0	0	1	1	1	1	0	1	1
Tars2	0	0	1	1	0	1	0	1	1
Tarsl2	1	0	0	0	0	0	0	1	1
Tas1r1	0	0	0	0	0	0	0	0	0
Tas1r3	0	0	0	0	0	0	0	0	0
Tas2r108	0	0	0	0	0	0	0	0	0
Tas2r137	0	0	0	0	0	0	0	0	0
Tasp1	1	1	0	1	0	0	0	0	1
Tatdn1	0	0	0	1	0	0	0	1	1
Tatdn2	0	1	0	1	1	1	0	1	1
Tatdn3	0	0	1	0	0	1	0	0	0
Tax1bp1	0	0	0	0	0	0	0	1	1
Tax1bp3	0	1	1	0	0	1	0	1	1
Taz	0	0	0	0	0	0	0	0	0
Tbc1d1	0	0	0	0	0	0	0	1	1
Tbc1d10a	0	0	0	1	0	1	0	1	1
Tbc1d10b	0	0	0	0	0	0	0	0	1
Tbc1d10c	0	0	0	0	0	0	0	0	0
Tbc1d12	0	0	0	0	0	0	0	0	1
Tbc1d13	0	0	0	0	1	1	0	1	1
Tbc1d14	0	1	1	1	0	1	0	1	1
Tbc1d15	0	1	1	1	0	1	0	1	1
Tbc1d16	0	0	0	0	0	0	0	0	0
Tbc1d17	0	0	0	0	0	0	0	0	0
Tbc1d19	0	0	1	0	0	1	0	0	0
Tbc1d2	1	0	0	1	0	1	0	1	1
Tbc1d20	0	0	0	0	0	1	0	1	1
Tbc1d22a	0	0	1	1	0	1	0	1	1
Tbc1d22b	0	0	0	0	0	0	0	1	1
Tbc1d23	0	1	1	0	0	1	0	1	1
Tbc1d24	1	0	0	0	0	0	0	0	0
Tbc1d25	1	0	0	1	0	0	0	1	1
Tbc1d2b	0	0	0	0	0	0	0	1	1
Tbc1d31	0	0	0	0	0	1	0	1	1
Tbc1d32	0	1	1	0	0	1	0	1	1
Tbc1d4	1	1	0	0	0	0	0	1	1
Tbc1d5	0	0	0	1	0	0	0	0	1
Tbc1d7	1	1	0	1	0	1	0	1	1
Tbc1d8	0	0	0	0	0	1	0	1	1
Tbc1d8b	0	0	0	0	0	0	0	0	0
Tbc1d9	1	1	1	0	0	0	0	1	1
Tbc1d9b	1	0	0	0	0	1	0	0	1
Tbca	0	0	0	0	0	0	0	1	1
Tbcb	0	0	0	0	0	0	0	0	0
Tbcc	0	0	1	0	0	1	0	1	1
Tbccd1	0	0	0	0	0	1	0	0	1
Tbcd	0	0	1	0	0	1	0	1	1
Tbce	0	0	0	1	0	0	0	1	1
Tbcel	0	0	1	1	0	1	0	1	1
Tbck	0	0	1	0	0	1	0	1	1
Tbk1	0	0	1	1	0	1	0	1	1
Tbkbp1	0	0	0	1	0	0	0	0	0
Tbl1x	0	1	0	1	0	1	0	1	1
Tbl1xr1	0	0	1	1	0	1	0	0	1
Tbl2	0	0	0	1	0	1	0	1	1
Tbl3	0	0	0	1	0	1	0	0	1
Tbp	0	0	0	0	0	1	0	1	1
Tbpl1	0	1	0	0	0	0	0	0	1
Tbrg1	0	0	1	1	0	1	0	0	1
Tbrg3	0	0	0	0	0	0	0	0	0
Tbrg4	0	1	0	1	1	1	0	1	1
Tbx15	0	0	0	0	0	0	0	0	1
Tbx2	0	0	1	0	0	0	0	0	0
Tbx20	0	0	0	0	0	0	0	0	1
Tbx3	1	0	0	0	0	1	0	0	1
Tbx3os2	0	0	0	0	0	0	0	0	0
Tbx4	0	1	0	0	0	1	0	0	1
Tbx5	0	0	0	0	0	0	0	0	0
Tbx6	1	0	0	0	0	0	0	1	0
Tbxa2r	0	1	0	0	0	0	0	0	0
Tbxas1	0	0	0	0	0	0	0	0	0
Tcaf1	0	0	0	0	0	0	0	0	1
Tcaf2	1	0	0	0	0	0	0	1	1
Tcaim	0	0	1	0	0	0	0	1	1
Tcea1	0	0	1	1	0	0	0	1	1
Tcea2	1	1	1	1	0	0	0	1	1
Tcea3	0	1	0	1	0	0	1	1	1
Tceal1	0	0	0	0	0	0	0	0	1
Tceal3	0	0	0	0	0	0	0	0	0
Tceal5	0	0	0	0	0	0	0	0	0
Tceal7	0	0	0	0	0	0	0	0	0
Tceal8	0	0	1	0	0	0	0	1	1
Tceal9	0	0	0	0	0	0	0	0	0
Tceanc	0	0	0	0	0	0	0	1	1
Tceanc2	0	0	0	0	0	1	0	0	0
Tcerg1	1	1	0	1	0	0	0	0	1
Tcf12	0	0	1	1	0	0	0	0	1
Tcf15	0	0	0	1	0	0	0	1	1
Tcf19	0	0	0	0	0	0	0	0	1
Tcf20	0	0	0	0	0	0	0	0	0
Tcf25	1	0	0	1	0	1	0	1	1
Tcf3	1	1	1	1	0	1	0	1	1
Tcf4	0	1	0	0	0	1	0	1	1
Tcf7	0	0	0	0	0	0	0	1	1
Tcf7l1	1	1	1	0	0	1	1	1	1
Tcf7l2	0	0	0	0	1	1	0	1	1
Tcfl5	0	0	0	0	0	0	0	0	1
Tchp	1	0	1	0	0	1	0	1	1
Tcirg1	0	0	0	0	0	0	0	1	1
Tcl1	0	1	0	0	0	1	0	0	0
Tcn2	0	0	0	0	0	1	0	1	1
Tcof1	0	0	1	1	0	1	0	1	1
Tcp1	0	0	1	1	0	0	0	1	0
Tcp11	1	1	1	0	0	0	0	1	1
Tcp11l1	0	0	0	1	0	0	0	0	1
Tcp11l2	0	0	0	0	0	1	0	1	1
Tcstv3	0	0	0	0	0	0	0	0	0
Tcta	0	0	1	0	0	0	0	0	0
Tcte2	0	0	0	1	0	0	0	0	0
Tcte3	0	0	0	0	0	0	0	0	0
Tctex1d2	0	1	1	0	0	1	0	1	1
Tctn1	1	0	0	0	0	0	0	1	1
Tctn2	0	0	0	0	0	0	0	0	1
Tctn3	0	0	0	0	0	0	0	0	0
Tdg	0	0	1	0	0	1	0	0	1
Tdgf1	0	1	1	1	0	1	0	1	1
Tdh	0	1	0	1	0	0	0	0	1
Tdo2	0	0	0	0	0	0	0	0	0
Tdp1	0	0	0	0	0	1	0	1	1
Tdp2	0	0	0	1	0	0	0	1	1
Tdrd1	0	0	0	0	0	0	0	0	0
Tdrd12	1	0	0	1	0	1	0	0	1
Tdrd3	1	1	0	1	1	0	0	1	1
Tdrd5	0	0	0	1	0	0	0	1	1
Tdrd7	1	0	0	0	0	0	0	1	1
Tdrkh	1	0	0	0	0	0	0	0	1
Tdrp	1	0	0	0	0	1	0	1	1
Tead1	0	0	1	0	0	0	0	1	1
Tead2	0	0	0	0	0	1	0	1	1
Tead3	1	0	0	0	0	1	0	1	1
Tead4	0	1	0	0	0	0	0	0	1
Tec	0	0	0	0	0	0	0	1	1
Tecpr1	0	0	0	0	0	0	0	0	0
Tecpr2	0	1	0	1	0	1	0	1	1
Tecr	1	0	0	1	0	1	0	1	1
Tef	0	0	0	1	0	1	0	1	1
Tefm	0	0	1	1	0	0	0	0	0
Tek	0	1	1	0	0	0	0	0	0
Tekt1	0	0	0	0	0	0	0	0	1
Telo2	0	0	0	1	0	1	0	1	1
Ten1	0	0	0	0	0	0	0	0	1
Tenm3	0	0	0	0	0	0	0	0	0
Tenm4	1	1	1	0	0	1	0	0	0
Tep1	0	0	1	0	0	1	0	0	1
Tepsin	0	0	0	0	0	0	0	0	0
Terb2	0	0	1	0	0	0	0	1	1
Terc	0	0	0	0	0	0	0	0	0
Terf1	0	1	1	0	1	1	1	1	1
Terf2	0	0	1	1	0	0	0	1	1
Terf2ip	0	0	0	0	0	0	0	1	0
Tert	1	0	0	1	0	0	0	1	1
Tes	0	0	0	0	0	0	0	1	1
Tesc	0	0	0	0	0	0	0	0	0
Tesk1	0	0	0	0	0	0	0	0	0
Tesk2	0	0	0	0	0	0	0	1	1
Tet1	0	0	0	0	0	0	0	0	0
Tet2	0	1	0	0	0	1	0	1	1
Tet3	0	0	0	0	0	0	0	1	1
Tex10	0	0	1	1	0	0	0	1	1
Tex101	0	0	0	0	0	0	0	0	0
Tex11	0	0	0	0	0	0	0	0	0
Tex14	0	1	1	1	0	1	0	1	1
Tex15	0	0	0	0	0	0	0	0	0
Tex16	0	0	0	0	0	0	0	0	0
Tex19.1	1	0	0	1	0	1	0	0	1
Tex2	1	0	1	0	0	0	0	1	1
Tex21	0	0	0	0	0	0	0	0	0
Tex26	0	1	1	0	0	0	0	1	1
Tex261	1	0	1	0	0	1	0	0	1
Tex264	1	1	0	0	1	1	0	1	1
Tex30	0	0	0	1	0	1	0	1	1
Tex35	0	0	0	0	0	0	0	0	0
Tex40	0	0	0	0	0	0	0	0	0
Tex9	0	1	0	0	0	1	0	0	1
Tfam	1	0	0	1	0	1	0	1	1
Tfap2c	1	0	0	0	0	0	0	1	1
Tfap4	1	0	1	1	0	1	0	1	1
Tfb1m	0	0	1	1	0	0	0	1	0
Tfb2m	0	0	0	1	0	1	0	0	1
Tfcp2	0	0	0	0	0	0	0	1	1
Tfcp2l1	1	1	0	0	0	0	0	1	1
Tfdp1	0	0	0	1	0	1	0	1	1
Tfdp2	1	1	1	0	0	1	0	1	1
Tfe3	0	0	0	0	1	1	1	1	1
Tfeb	1	1	0	0	0	0	0	1	1
Tfec	0	0	0	0	0	0	0	0	0
Tfg	0	0	1	0	0	1	0	1	1
Tfip11	0	0	0	0	0	1	0	1	1
Tfpi	0	1	0	0	0	0	0	0	0
Tfpi2	0	0	0	0	0	0	0	0	0
Tfpt	0	0	0	0	0	1	0	1	1
Tfr2	0	0	0	0	0	1	0	1	1
Tfrc	0	1	1	1	0	1	0	1	1
Tg	0	0	0	0	0	0	0	0	0
Tgds	0	0	0	0	1	0	0	0	1
Tgfa	1	0	0	0	0	0	0	1	1
Tgfb1	1	1	0	1	0	0	0	1	1
Tgfb1i1	1	0	0	0	0	0	0	0	0
Tgfb2	0	0	0	0	0	0	0	0	0
Tgfb3	1	0	0	0	0	0	0	0	1
Tgfbi	0	0	0	0	0	0	0	0	0
Tgfbr1	0	0	0	0	0	0	0	0	0
Tgfbr2	0	0	0	0	0	0	0	0	0
Tgfbr3	1	1	0	0	0	1	0	0	1
Tgfbr3l	0	1	0	0	0	0	0	0	0
Tgfbrap1	0	0	0	0	0	0	0	0	0
Tgif1	0	0	0	0	0	0	1	0	0
Tgif2	0	0	0	1	0	1	0	1	1
Tgm1	1	0	0	0	0	0	0	1	1
Tgm2	1	0	0	0	0	1	0	0	1
Tgm3	0	0	0	0	0	1	0	0	0
Tgm4	0	0	0	0	0	0	0	0	0
Tgoln1	0	0	0	0	0	0	0	0	0
Tgoln2	0	0	0	0	0	0	0	1	1
Tgs1	0	0	0	1	0	0	0	0	1
Tgtp1	0	0	0	0	0	0	0	0	0
Tha1	0	0	0	0	0	0	0	0	0
Thada	0	1	1	1	0	0	0	1	1
Thap1	1	0	1	1	1	1	0	1	1
Thap11	1	0	1	1	0	0	0	1	1
Thap12	0	0	0	1	0	0	0	0	1
Thap2	0	0	0	1	1	1	1	0	0
Thap3	0	0	0	1	0	0	0	1	1
Thap4	0	1	0	0	0	0	0	1	1
Thap6	0	0	1	1	0	1	0	1	1
Thap7	1	1	0	0	0	0	0	1	1
Thbd	0	1	0	0	0	0	0	0	1
Thbs1	0	1	0	0	0	0	0	0	1
Thbs3	1	0	1	0	0	0	0	0	0
Them4	0	1	1	1	0	1	0	1	1
Them5	0	0	0	0	0	0	0	0	0
Them6	0	0	0	0	0	0	0	0	0
Themis2	0	0	0	0	0	0	0	1	1
Thg1l	0	0	0	1	0	1	0	1	1
Thnsl1	0	0	0	1	0	1	0	1	1
Thnsl2	1	0	0	0	0	0	0	0	1
Thoc1	0	0	1	1	0	1	0	1	1
Thoc2	0	0	0	0	0	0	0	1	1
Thoc3	0	0	0	1	0	1	0	0	1
Thoc5	1	0	0	0	0	1	0	0	1
Thoc6	0	1	0	0	0	1	0	1	0
Thoc7	0	1	0	0	0	0	0	0	1
Thop1	0	0	1	1	0	1	0	1	1
Thra	0	1	0	0	0	1	1	1	1
Thrap3	1	1	0	1	0	1	0	1	1
Thrsp	0	0	0	0	0	0	0	0	0
Thsd1	0	0	1	0	0	1	0	1	0
Thsd4	0	0	0	0	1	1	1	0	0
Thsd7a	0	0	0	0	0	0	0	0	0
Thtpa	1	0	0	1	0	0	0	0	1
Thumpd1	1	0	1	1	0	1	0	1	1
Thumpd2	1	0	0	0	0	0	0	0	1
Thumpd3	0	0	1	1	0	1	0	0	1
Thy1	0	0	1	0	0	0	0	0	1
Thyn1	0	0	0	0	0	1	0	0	0
Tia1	0	1	1	0	0	1	0	0	1
Tial1	1	0	0	1	0	1	0	1	1
Tiam1	0	0	0	0	0	0	0	0	0
Tiam2	0	1	0	0	0	0	0	0	0
Ticam1	1	1	0	0	0	0	0	1	1
Ticam2	0	0	0	1	0	1	0	0	1
Ticrr	0	0	0	1	1	1	1	1	1
Tie1	0	0	0	0	0	0	0	0	0
Tifa	0	0	0	0	0	0	0	0	1
Tigar	0	0	0	1	0	1	0	0	1
Tigd2	1	0	0	1	0	0	0	1	1
Tigd3	0	0	0	0	0	1	0	1	1
Tigd5	0	0	0	0	0	0	0	0	0
Timeless	1	0	0	1	0	1	0	0	1
Timm10	0	1	1	1	0	1	0	0	1
Timm10b	0	0	0	1	0	0	0	1	0
Timm13	0	0	0	0	0	0	0	0	0
Timm17a	0	1	1	1	0	0	0	0	1
Timm17b	0	0	0	0	0	0	0	1	1
Timm21	0	0	0	0	0	0	0	0	0
Timm22	1	0	1	1	0	1	0	1	1
Timm23	0	0	0	1	0	0	0	0	0
Timm29	0	0	0	0	0	0	0	0	0
Timm44	0	1	0	0	0	1	0	1	1
Timm50	0	0	1	1	0	1	0	1	1
Timm8a1	0	0	0	1	0	0	0	1	1
Timm8a2	0	0	0	0	0	0	0	0	0
Timm8b	0	0	0	0	0	0	0	0	1
Timm9	0	1	0	1	0	1	0	0	0
Timmdc1	0	0	0	1	0	1	0	1	1
Timp1	0	1	0	0	0	0	0	0	0
Timp2	1	0	0	0	0	0	0	0	1
Timp3	0	0	0	0	0	0	0	1	1
Tinagl1	0	1	0	0	0	0	0	1	1
Tinf2	1	0	1	0	0	1	0	1	1
Tiparp	0	0	0	1	0	1	0	1	1
Tipin	0	0	1	0	0	1	0	1	1
Tiprl	0	0	0	1	0	1	0	1	1
Tirap	1	0	1	0	0	0	0	0	1
Tjap1	0	1	0	1	0	1	0	1	1
Tjp1	0	0	0	1	0	1	0	1	1
Tjp2	1	1	1	0	0	1	0	1	1
Tjp3	0	1	1	1	0	0	0	1	1
Tk1	0	0	0	0	0	0	0	0	0
Tk2	0	0	0	0	0	0	0	1	1
Tkfc	1	0	0	0	0	0	0	0	0
Tkt	0	0	0	0	0	1	0	0	0
Tktl1	0	0	0	0	0	0	0	0	0
Tktl2	0	1	0	0	0	0	0	0	0
Tlcd1	1	0	1	0	0	0	0	1	1
Tlcd2	0	0	0	0	0	0	0	1	1
Tldc1	1	0	0	0	0	0	0	1	1
Tle1	0	0	0	1	0	0	0	1	1
Tle2	0	0	0	0	0	0	0	0	0
Tle3	1	0	1	1	0	0	0	0	1
Tle4	0	0	1	0	1	1	0	1	1
Tle6	0	1	1	1	0	0	0	1	1
Tlk1	1	0	0	1	0	1	0	0	1
Tlk2	0	0	0	1	0	1	1	1	1
Tll1	0	0	0	0	0	0	0	0	1
Tln1	1	0	1	0	0	1	0	1	0
Tln2	0	0	0	0	0	0	0	0	0
Tlr12	0	0	0	0	0	0	0	0	0
Tlr2	1	0	0	0	0	0	0	0	1
Tlr3	1	1	0	0	0	1	0	1	1
Tlr4	0	0	0	0	0	0	0	0	0
Tlr7	0	0	0	0	1	0	0	0	0
Tlx1	0	0	0	0	0	0	0	0	1
Tlx2	0	1	0	0	0	0	0	0	1
Tm2d1	0	0	0	0	0	0	0	1	1
Tm2d2	1	0	0	0	0	0	0	0	1
Tm2d3	0	0	0	1	0	1	0	1	1
Tm4sf1	0	0	0	0	0	0	0	0	0
Tm4sf20	0	0	0	0	0	0	0	0	0
Tm4sf5	0	1	0	0	0	0	0	0	0
Tm6sf1	0	1	0	0	0	0	0	0	0
Tm7sf2	1	0	0	0	0	1	0	1	1
Tm7sf3	0	0	0	0	0	1	1	0	0
Tm9sf1	0	0	0	0	0	0	0	1	1
Tm9sf2	0	0	0	1	0	0	0	0	1
Tm9sf3	0	0	0	0	0	0	0	1	1
Tm9sf4	0	0	1	1	0	1	0	1	1
Tma16	0	0	1	1	0	0	0	1	1
Tma7	0	0	0	0	0	1	1	0	0
Tmbim1	0	0	0	1	0	0	0	0	1
Tmbim4	0	1	1	1	0	1	0	0	0
Tmbim6	0	0	0	0	0	0	0	0	0
Tmc4	0	0	0	0	0	0	0	0	0
Tmc6	0	1	0	1	1	1	0	1	1
Tmc7	0	0	0	0	0	0	0	0	1
Tmc8	1	0	0	0	0	0	0	0	0
Tmcc1	1	0	0	0	0	1	0	1	1
Tmcc2	1	0	0	0	0	0	0	0	1
Tmcc3	0	0	0	0	0	0	0	1	1
Tmco1	0	0	0	1	0	1	0	0	1
Tmco3	0	1	1	1	0	1	0	1	1
Tmco4	1	1	1	1	0	0	0	1	1
Tmco6	0	1	0	1	0	1	0	1	1
Tmed1	0	0	1	1	0	1	0	1	1
Tmed10	0	0	1	0	0	0	0	1	1
Tmed2	1	0	1	0	0	1	0	1	1
Tmed3	1	0	0	0	0	1	0	1	1
Tmed4	1	0	1	0	0	1	1	0	0
Tmed5	0	0	0	1	0	1	0	1	1
Tmed7	0	0	0	0	0	0	0	1	0
