Gene	Flk_Sp1WT	HE1_Sp1WT	HE2_Sp1WT	HP_Sp1WT
Kif18b	1	1	1	1
Kif1a	1	1	1	1
Kif1b	1	1	1	1
Kif1bp	1	1	1	1
Kif1c	1	1	1	1
Kif20a	1	1	1	1
Kif20b	1	1	1	1
Kif21a	1	1	1	1
Kif21b	1	1	1	1
Kif22	1	0	1	1
Kif23	1	1	1	1
Kif24	1	1	1	1
Kif26a	1	1	1	1
Kif26b	1	1	1	1
Kif2a	1	1	1	1
Kif2c	1	1	1	1
Kif3a	1	1	1	1
Kif3b	1	1	1	1
Kif3c	1	1	1	1
Kif4	1	1	1	1
Kif5a	0	0	0	0
Kif5b	1	1	1	1
Kif5c	1	1	1	1
Kif6	1	1	1	1
Kif7	0	0	1	0
Kifap3	1	1	1	1
Kifc1	1	1	1	1
Kifc2	1	0	0	0
Kifc3	1	1	1	1
Kifc5b	1	1	1	1
Kin	0	0	0	0
Kirrel	1	1	1	1
Kirrel2	1	0	0	0
Kis2	1	0	0	0
Kit	1	1	1	1
Kitl	1	1	1	1
Kiz	1	1	1	1
Klc1	1	1	1	1
Klc2	1	1	1	1
Klc3	1	1	1	1
Klc4	0	0	0	0
Klf1	1	1	1	1
Klf10	0	0	0	0
Klf11	1	1	1	1
Klf12	0	0	0	0
Klf13	1	1	1	1
Klf14	1	1	1	1
Klf15	1	1	1	1
Klf16	1	1	1	1
Klf2	1	1	1	1
Klf3	1	1	1	1
Klf4	1	1	1	1
Klf5	1	1	1	1
Klf6	1	1	1	1
Klf7	1	1	1	1
Klf8	1	1	1	1
Klf9	1	1	1	1
Klhdc1	1	1	1	1
Klhdc10	1	1	1	1
Klhdc2	1	1	1	1
Klhdc3	1	0	0	0
Klhdc4	1	1	1	1
Klhdc8b	0	0	0	0
Klhdc9	1	1	1	1
Klhl11	1	1	1	1
Klhl12	1	1	1	1
Klhl13	1	1	1	1
Klhl15	1	1	1	1
Klhl17	1	1	1	1
Klhl18	1	1	1	1
Klhl2	1	1	1	1
Klhl20	1	1	1	1
Klhl21	1	1	1	1
Klhl22	1	1	1	1
Klhl23	1	1	1	1
Klhl24	1	1	1	1
Klhl25	1	1	1	1
Klhl26	1	1	1	1
Klhl28	0	0	0	0
Klhl29	1	1	1	1
Klhl3	0	0	0	0
Klhl30	1	0	0	0
Klhl32	1	1	1	1
Klhl34	1	1	1	0
Klhl35	0	0	0	0
Klhl36	1	1	1	1
Klhl4	0	1	1	0
Klhl42	1	1	1	1
Klhl5	1	1	1	1
Klhl6	1	1	1	1
Klhl7	1	1	1	1
Klhl8	1	1	1	1
Klhl9	1	1	1	1
Klk1	0	0	0	0
Klk10	0	0	0	0
Klk13	0	0	0	0
Klk8	0	0	1	0
Klrg2	1	1	1	1
Kmt2a	1	1	1	1
Kmt2b	1	0	1	1
Kmt2c	0	1	1	1
Kmt2d	1	1	1	1
Kmt2e	0	0	0	0
Kmt5a	1	1	1	1
Kmt5b	1	1	1	1
Kmt5c	1	1	1	1
Kndc1	1	1	0	0
Knl1	1	1	1	1
Knop1	0	0	0	1
Knstrn	1	1	1	1
Kntc1	0	0	0	0
Kpna1	0	0	0	0
Kpna2	1	1	1	1
Kpna3	1	1	1	1
Kpna4	1	1	1	1
Kpna6	1	1	1	1
Kpnb1	1	1	1	1
Kptn	1	1	0	1
Kras	1	1	1	1
Krba1	1	1	1	1
Krcc1	0	0	0	0
Kremen1	1	1	1	1
Kri1	0	0	0	0
Krit1	0	0	0	0
Krr1	1	1	1	1
Krt10	0	0	0	0
Krt14	0	0	0	0
Krt17	1	0	0	0
Krt18	1	0	0	0
Krt19	1	1	0	0
Krt222	1	0	0	0
Krt42	1	0	0	0
Krt7	0	0	0	0
Krt8	1	1	0	1
Krtcap2	1	1	1	1
Krtcap3	1	0	0	0
Krtdap	0	0	0	0
Ksr1	1	1	1	1
Kti12	1	1	1	1
Ktn1	1	1	1	1
Kxd1	1	1	1	1
Kyat1	1	1	1	1
Kyat3	1	1	1	1
L1cam	0	0	0	0
L1td1	1	0	1	1
L2hgdh	1	0	1	0
L3hypdh	0	0	0	0
L3mbtl2	1	1	1	1
L3mbtl3	1	1	1	1
Lacc1	1	1	1	1
Lace1	1	1	1	1
Lactb	1	1	1	1
Lactb2	1	1	1	1
Lad1	1	1	1	1
Lag3	0	0	0	0
Lage3	1	0	1	0
Lama1	1	1	1	1
Lama4	1	1	1	1
Lama5	1	1	1	1
Lamb1	1	0	1	0
Lamb2	1	1	1	1
Lamb3	0	0	0	0
Lamc1	1	1	1	1
Lamc2	1	0	0	0
Lamp1	1	1	1	1
Lamp2	1	1	1	1
Lamtor1	1	1	1	1
Lamtor2	0	0	0	0
Lamtor3	1	1	1	1
Lamtor4	1	1	1	1
Lamtor5	1	1	1	1
Lancl1	1	1	1	1
Lancl2	1	1	1	1
Lap3	1	1	1	1
Laptm4a	1	1	1	1
Laptm4b	1	1	1	1
Laptm5	0	0	0	1
Large1	1	1	1	1
Large2	0	0	0	0
Larp1	1	1	1	1
Larp1b	1	0	0	0
Larp4	0	1	1	0
Larp4b	1	1	1	1
Larp7	1	1	1	1
Lars	1	1	1	1
Lars2	1	1	1	1
Las1l	1	1	1	1
Lasp1	1	1	1	1
Lat	0	1	1	1
Lat2	0	0	0	0
Lats1	1	1	1	1
Lats2	1	1	1	1
Lax1	1	0	1	0
Layn	1	1	1	1
Lbh	1	1	1	1
Lbhd1	0	0	0	0
Lbr	1	1	1	1
Lca5	1	1	1	1
Lcat	0	0	0	0
Lck	0	0	0	0
Lclat1	1	1	1	1
Lcmt1	1	1	1	1
Lcmt2	0	0	0	0
Lcor	0	0	0	0
Lcorl	1	1	1	1
Lcp1	1	0	0	0
Lcp2	0	0	0	0
Ldah	1	1	1	1
Ldb1	1	1	1	1
Ldb2	1	0	0	0
Ldb3	0	0	0	0
Ldha	1	1	1	1
Ldhal6b	0	0	0	0
Ldhb	1	1	1	1
Ldhc	0	0	0	0
Ldhd	0	0	0	0
Ldlr	1	1	1	1
Ldlrad2	0	0	0	0
Ldlrad3	1	1	1	1
Ldlrad4	1	1	1	1
Ldlrap1	1	1	1	1
Ldoc1l	1	1	1	1
Leap2	0	0	0	0
Lef1	1	1	1	1
Lefty1	0	0	0	0
Lefty2	0	0	0	0
Lemd2	1	1	1	1
Lemd3	1	1	1	1
Lenep	0	0	0	0
Leng1	1	1	1	1
Leng8	0	0	0	0
Leng9	1	1	1	1
Leo1	1	1	1	1
Lepr	1	0	1	0
Leprot	1	1	1	1
Leprotl1	1	1	1	1
Letm1	1	1	1	1
Letm2	1	1	1	1
Letmd1	1	1	1	1
Lexm	0	0	0	0
Lfng	1	1	1	1
Lgals1	1	1	1	0
Lgals2	0	0	0	0
Lgals3	1	0	1	1
Lgals3bp	1	1	1	1
Lgals4	0	0	0	0
Lgals8	1	1	1	1
Lgals9	0	0	1	1
Lgalsl	1	1	1	1
Lgi2	1	1	1	1
Lgmn	1	1	1	1
Lgr4	1	1	1	1
Lgr5	1	1	1	1
Lgr6	1	1	1	1
Lhb	0	0	0	0
Lhfp	1	1	1	1
Lhfpl1	0	0	0	0
Lhfpl2	1	1	1	1
Lhfpl4	1	1	1	1
Lhpp	1	1	1	0
Lhx1	0	0	0	0
Lhx1os	0	0	0	0
Lhx6	0	1	1	1
Lias	0	0	0	0
Lif	1	1	1	1
Lifr	1	1	1	1
Lig1	1	1	1	1
Lig3	1	1	1	1
Lig4	1	1	1	1
Lilr4b	0	0	1	0
Lilra6	0	0	0	1
Lilrb4a	0	0	1	1
Lima1	1	1	1	1
Limch1	1	1	0	1
Limd1	1	1	1	1
Limd2	1	1	1	1
Lime1	0	0	0	0
Limk1	1	1	1	1
Limk2	1	1	1	1
Lims1	1	1	1	1
Lims2	0	0	0	0
Lin28a	1	1	1	1
Lin28b	1	0	1	0
Lin37	1	1	1	1
Lin52	0	0	0	1
Lin54	1	1	1	1
Lin7b	1	1	1	1
Lin7c	1	1	1	1
Lin9	1	1	1	1
Lincred1	1	0	0	0
Lingo3	0	0	0	0
Lins1	1	1	0	1
Lipa	1	1	1	1
Lipe	1	1	1	1
Lipg	1	1	1	1
Liph	0	0	0	0
Lipo2	1	0	0	0
Lipo3	1	0	0	0
Lipt1	1	1	1	1
Lipt2	1	1	1	1
Litaf	1	1	1	1
Lix1	1	1	1	0
Lix1l	1	1	1	1
Llgl1	1	1	1	1
Llgl2	1	1	1	1
Llph	1	1	1	1
Lman1	1	1	1	1
Lman2	1	1	1	1
Lman2l	1	1	1	1
Lmbr1	1	1	1	1
Lmbr1l	1	1	1	1
Lmbrd1	1	1	1	1
Lmbrd2	1	1	1	1
Lmf1	1	1	1	1
Lmf2	1	1	1	0
Lmln	1	1	1	1
Lmna	1	1	1	1
Lmnb1	1	1	1	1
Lmnb2	1	1	1	1
Lmntd2	0	0	0	0
Lmo1	1	1	1	1
Lmo2	1	1	1	1
Lmo4	1	1	1	1
Lmo7	1	1	1	1
Lmod1	1	0	0	0
Lmtk2	1	1	1	1
Lmtk3	1	1	1	1
Lmx1a	1	1	1	1
Lncenc1	1	1	1	1
Lncpint	1	0	0	0
Lnpep	1	1	1	1
Lnpk	1	1	1	1
Lnx1	0	0	0	0
Lnx2	0	0	0	0
LOC100503496	1	1	1	1
LOC100504703	0	0	0	0
LOC100861615	1	1	1	1
LOC101056073	0	0	0	0
LOC102634812	1	0	1	1
LOC102640359	0	0	0	0
LOC105246056	0	0	0	0
LOC105246506	0	0	0	0
LOC106557447	0	0	0	0
LOC106740	0	0	0	0
LOC108167416	0	0	0	0
LOC109729085	0	0	0	0
LOC215458	0	0	0	0
Lockd	1	1	1	1
Lonp1	1	1	1	1
Lonp2	1	1	1	1
Lonrf1	1	1	1	1
Lonrf2	0	0	0	0
Lonrf3	0	0	1	0
Lor	0	0	0	0
Lox	0	0	1	1
Loxl1	1	1	0	0
Loxl2	1	0	0	0
Loxl3	0	0	0	0
Loxl4	1	0	0	0
Lpar1	1	1	1	1
Lpar2	1	1	1	1
Lpar4	1	1	1	1
Lpar5	1	0	0	1
Lpar6	1	1	1	1
Lpcat1	1	1	1	1
Lpcat2	1	0	1	1
Lpcat3	1	1	1	1
Lpcat4	1	1	1	1
Lpgat1	1	1	1	1
Lpin1	1	1	1	1
Lpin2	1	1	1	1
Lpin3	1	1	1	1
Lpl	1	1	1	1
Lpp	1	1	1	1
Lppos	0	0	0	0
Lrba	1	1	1	1
Lrch1	1	1	1	1
Lrch2	1	1	1	1
Lrch3	1	1	1	1
Lrch4	0	1	1	1
Lrcol1	0	0	0	0
Lrfn1	1	0	0	1
Lrfn3	0	0	0	0
Lrfn4	1	1	1	1
Lrguk	1	1	1	1
Lrif1	1	1	1	1
Lrig1	1	1	1	1
Lrig2	1	1	1	1
Lrig3	1	1	1	1
Lrmp	1	1	1	1
Lrp1	1	1	1	1
Lrp10	1	1	1	1
Lrp11	1	1	1	1
Lrp12	1	1	1	1
Lrp2	1	1	1	1
Lrp3	1	1	1	1
Lrp4	1	1	1	1
Lrp5	1	0	1	1
Lrp6	1	1	1	1
Lrp8	1	1	1	1
Lrpap1	1	1	1	1
Lrpprc	1	1	1	1
Lrr1	1	1	1	1
Lrrc1	1	1	1	1
Lrrc14	0	0	0	0
Lrrc14b	0	0	0	0
Lrrc15	1	1	0	0
Lrrc2	0	0	0	0
Lrrc20	1	1	1	1
Lrrc24	1	1	1	1
Lrrc25	0	0	0	0
Lrrc27	1	1	1	1
Lrrc28	1	1	1	1
Lrrc29	1	0	0	0
Lrrc3	1	1	1	1
Lrrc31	0	0	0	0
Lrrc32	0	0	0	0
Lrrc34	1	1	0	1
Lrrc39	0	0	0	0
Lrrc3b	1	1	1	1
Lrrc4	0	1	1	1
Lrrc40	0	0	0	0
Lrrc41	1	1	1	1
Lrrc42	1	1	1	1
Lrrc45	0	0	0	0
Lrrc47	1	1	1	1
Lrrc49	1	1	1	1
Lrrc4b	1	0	0	0
Lrrc51	1	1	1	1
Lrrc55	0	0	0	0
Lrrc56	1	0	0	0
Lrrc57	0	0	0	0
Lrrc58	1	1	1	1
Lrrc59	1	1	1	1
Lrrc61	1	1	1	1
Lrrc71	0	0	0	0
Lrrc75a	1	0	1	1
Lrrc8a	1	1	0	1
Lrrc8b	1	1	1	1
Lrrc8c	1	1	1	1
Lrrc8d	1	1	1	1
Lrrc9	1	1	1	1
Lrrcc1	1	1	1	1
Lrrfip1	1	1	1	1
Lrrfip2	1	1	1	1
Lrriq4	0	0	1	0
Lrrk1	1	1	1	1
Lrrk2	1	1	1	1
Lrrn1	1	1	1	1
Lrrn2	1	1	1	1
Lrrn3	0	0	0	0
Lrrn4	1	1	1	1
Lrrn4cl	0	0	0	0
Lrrtm2	0	0	0	0
Lrsam1	0	0	0	0
Lrwd1	1	1	1	1
Lsg1	1	1	1	1
Lsm1	0	0	1	0
Lsm10	1	1	1	1
Lsm11	1	1	1	1
Lsm12	1	1	1	1
Lsm14a	1	1	1	1
Lsm14b	1	1	1	1
Lsm2	1	1	1	1
Lsm3	0	0	0	0
Lsm4	1	1	1	1
Lsm5	1	1	1	1
Lsm6	1	1	1	1
Lsm7	0	0	1	0
Lsm8	1	1	1	1
Lsp1	1	1	1	1
Lsr	0	0	0	0
Lss	1	1	1	1
Lst1	0	0	0	0
Lta4h	0	0	0	0
Ltb	0	0	0	0
Ltb4r1	0	0	0	0
Ltb4r2	1	1	1	1
Ltbp1	1	1	1	1
Ltbp2	1	0	1	1
Ltbp3	1	0	0	1
Ltbp4	1	1	1	1
Ltbr	1	1	1	1
Ltc4s	0	1	1	1
Ltf	0	0	0	0
Ltn1	1	1	1	1
Ltv1	1	1	1	1
Luc7l	1	1	1	1
Luc7l2	1	1	1	1
Luc7l3	1	1	1	1
Lurap1	1	0	1	1
Lurap1l	1	1	1	1
Luzp1	1	1	1	1
Lxn	1	1	1	1
Ly6a	0	0	0	0
Ly6c1	0	0	0	0
Ly6e	1	1	1	1
Ly6f	0	0	0	0
Ly6g5b	0	0	0	0
Ly6g6d	0	0	0	0
Ly6g6e	1	0	0	0
Ly6g6f	0	0	0	0
Ly6h	0	0	0	0
Ly75	1	1	1	1
Ly96	1	1	1	1
Lyar	0	0	0	0
Lyl1	0	0	0	0
Lyn	1	1	1	1
Lypd2	0	0	0	0
Lypd6	1	1	1	1
Lypla1	1	1	1	1
Lypla2	1	1	1	0
Lyplal1	1	1	1	1
Lyrm1	1	1	0	1
Lyrm2	1	1	1	1
Lyrm4	1	0	0	0
Lyrm7	1	1	1	1
Lyrm9	1	1	1	1
Lysmd1	0	0	0	0
Lysmd2	1	1	1	1
Lysmd3	1	1	1	1
Lysmd4	1	0	1	1
Lyst	1	1	1	1
Lyve1	0	0	1	0
Lyz2	0	0	0	0
Lzic	1	0	1	1
Lztfl1	1	1	1	1
Lztr1	1	1	1	1
Lzts1	0	0	0	0
Lzts2	1	1	1	0
Lzts3	1	1	1	1
M1ap	0	0	0	0
M6pr	1	1	1	1
Mab21l1	1	0	0	0
Mab21l3	1	1	1	1
Macf1	0	0	0	0
Macrod1	1	1	1	1
Macrod2	1	1	1	1
Mad1l1	1	1	1	1
Mad2l1	1	1	1	1
Mad2l1bp	1	1	1	1
Mad2l2	1	1	1	1
Madcam1	1	1	0	1
Madd	1	1	1	1
Maea	1	1	1	1
Mael	0	0	0	0
Maf	1	1	1	1
Maf1	0	0	0	0
Maff	1	1	1	1
Mafg	1	1	1	1
Mafk	1	1	1	1
Mageb16	0	0	0	0
Maged1	1	1	1	1
Maged2	1	1	1	1
Magee1	1	1	1	1
Magee2	0	0	1	0
Magef1	1	0	0	1
Mageh1	0	0	0	0
Magel2	1	1	1	0
Magi1	1	1	1	1
Magi3	1	1	1	1
Magoh	1	1	1	1
Magohb	0	0	0	0
Magt1	1	1	1	1
Maip1	0	0	1	1
Mak16	1	1	1	1
Mal2	0	0	0	0
Malat1	1	1	1	1
Malsu1	1	1	1	1
Malt1	1	1	1	1
Mamdc2	0	1	1	1
Mamdc4	0	0	0	0
Maml1	1	1	1	1
Maml2	1	0	0	0
Maml3	0	0	0	0
Mamstr	0	0	0	0
Man1a	1	1	1	1
Man1a2	1	1	1	1
Man1b1	0	0	0	0
Man1c1	1	1	1	1
Man2a1	1	1	1	1
Man2a2	1	1	1	1
Man2b1	1	1	1	1
Man2b2	1	1	1	1
Man2c1	1	0	1	1
Man2c1os	0	1	0	0
Manba	1	1	1	1
Manbal	1	1	1	1
Manea	1	1	1	1
Maneal	1	0	0	0
Manf	1	1	1	1
Mansc1	1	0	0	0
Maoa	1	1	1	1
Map10	1	0	1	1
Map1a	1	1	1	1
Map1b	1	1	1	1
Map1lc3a	1	1	1	1
Map1lc3b	0	0	0	0
Map1s	1	1	1	1
Map2	1	0	1	0
Map2k1	1	1	1	1
Map2k2	1	1	1	1
Map2k3	1	0	0	1
Map2k3os	0	1	1	0
Map2k4	1	1	1	1
Map2k5	1	1	1	1
Map2k6	1	1	1	1
Map2k7	1	1	1	1
Map3k1	1	1	1	1
Map3k10	0	0	1	1
Map3k11	1	0	1	1
Map3k12	0	0	0	0
Map3k14	1	1	1	1
Map3k15	1	1	1	1
Map3k2	1	1	1	1
Map3k20	1	1	1	1
Map3k3	1	1	1	1
Map3k4	1	1	1	1
Map3k5	1	1	1	1
Map3k6	1	1	1	1
Map3k7	1	1	1	1
Map3k8	1	1	0	1
Map3k9	1	1	1	1
Map4	1	1	1	1
Map4k1	0	1	1	1
Map4k2	1	1	0	1
Map4k3	1	1	1	1
Map4k4	1	1	1	1
Map4k5	0	0	0	0
Map6	1	1	1	1
Map6d1	1	1	1	1
Map7	1	1	1	1
Map7d1	1	1	1	1
Map7d2	0	0	0	1
Map7d3	0	0	0	0
Map9	1	1	1	1
Mapk1	1	1	1	1
Mapk11	1	1	1	1
Mapk12	1	1	1	1
Mapk13	0	0	0	0
Mapk14	1	1	1	1
Mapk15	1	0	0	0
Mapk1ip1	0	1	0	0
Mapk1ip1l	1	1	1	1
Mapk3	1	1	1	1
Mapk4	1	1	1	1
Mapk6	1	1	1	1
Mapk7	1	1	1	1
Mapk8	1	1	1	1
Mapk8ip1	1	1	0	1
Mapk8ip2	1	1	1	0
Mapk8ip3	1	1	1	1
Mapk9	1	1	1	1
Mapkap1	1	1	1	1
Mapkapk2	1	1	1	1
Mapkapk3	1	1	1	1
Mapkapk5	1	1	1	1
Mapkbp1	1	1	1	1
Mapre1	1	1	1	1
Mapre2	1	1	1	1
Mapre3	1	1	1	1
Mapt	1	1	1	1
Mar-02	1	1	1	1
Mar-01	1	1	1	0
Mar-02	1	1	1	1
Mar-03	1	1	1	1
Mar-05	0	0	1	0
Mar-06	1	1	1	1
Mar-07	1	1	1	1
Mar-08	1	1	1	1
Mar-09	0	0	0	0
Marcks	0	1	1	1
Marcksl1	1	1	1	1
Marf1	0	1	0	1
Mark1	1	0	0	0
Mark2	1	1	1	1
Mark3	1	1	1	1
Mark4	1	1	1	1
Mars	1	1	1	1
Mars2	1	1	1	1
Marveld1	1	1	0	1
Marveld2	1	0	1	1
Marveld3	1	0	0	1
Masp1	1	0	0	0
Masp2	0	0	0	0
Mast1	1	1	1	1
Mast2	1	1	1	1
Mast3	0	0	0	0
Mast4	1	1	1	1
Mastl	1	1	1	1
Mat2a	1	1	1	1
Mat2b	1	1	1	1
Matk	1	0	1	0
Matn1	0	0	0	1
Matn2	1	1	1	1
Matn3	1	1	1	1
Matr3	1	1	1	1
Mau2	1	0	0	0
Mavs	1	1	1	1
Max	1	1	1	1
Maz	1	1	1	1
Mb21d1	1	0	0	1
Mb21d2	1	1	1	1
Mbd1	0	0	0	0
Mbd2	1	1	1	1
Mbd3	0	0	0	0
Mbd4	0	0	0	0
Mbd5	1	1	1	1
Mbd6	0	1	0	1
Mbip	1	1	1	1
Mblac1	1	1	1	1
Mblac2	1	1	1	1
Mbnl1	1	1	1	1
Mbnl2	1	1	1	1
Mbnl3	1	1	1	1
Mboat1	1	1	1	1
Mboat2	1	1	1	1
Mboat7	0	0	0	0
Mbp	1	1	1	1
Mbtd1	0	0	1	1
Mbtps1	1	1	1	1
Mbtps2	1	1	1	1
Mc5r	1	1	1	1
Mcam	0	1	0	0
Mcat	1	1	1	1
Mcc	1	1	1	1
Mccc1	1	1	1	1
Mccc2	1	1	1	1
Mcee	0	1	1	0
Mcf2	0	0	0	0
Mcf2l	1	0	0	0
Mcfd2	1	1	1	1
Mcl1	1	1	1	1
Mcm10	1	1	1	1
Mcm2	1	1	1	1
Mcm3	1	1	1	1
Mcm3ap	1	1	1	1
Mcm4	0	0	0	0
Mcm5	1	1	1	1
Mcm6	1	1	1	1
Mcm7	1	1	1	1
Mcm8	1	0	1	1
Mcm9	1	1	1	1
Mcmbp	1	1	1	1
Mcoln1	1	1	1	1
Mcoln3	1	0	1	0
Mcph1	1	1	1	1
Mcpt1	0	0	0	0
Mcpt2	0	0	0	0
Mcrs1	1	1	1	1
Mctp1	1	1	1	1
Mctp2	1	1	1	1
Mcts1	1	1	1	0
Mcts2	1	1	1	1
Mcu	1	1	1	1
Mcub	0	0	0	0
Mcur1	1	1	1	1
Mdc1	1	1	1	1
Mdfi	1	0	1	1
Mdfic	1	1	1	1
Mdga1	1	1	1	1
Mdh1	1	1	1	1
Mdh2	0	0	1	0
Mdk	1	1	0	0
Mdm1	1	1	1	1
Mdm2	1	1	1	1
Mdm4	1	1	1	1
Mdn1	1	1	1	1
Mdp1	1	0	1	1
Mdrl	1	0	1	0
Me1	1	1	1	1
Me2	1	1	1	1
Mea1	0	1	1	1
Meaf6	1	1	1	1
Mecom	1	1	1	1
Mecp2	1	1	1	1
Mecr	1	1	1	1
Med1	1	1	1	1
Med10	0	0	0	0
Med11	1	1	1	1
Med12	1	1	1	1
Med12l	1	1	1	1
Med13	1	1	1	1
Med13l	1	1	1	1
Med14	1	1	1	1
Med15	1	1	1	1
Med16	1	1	1	1
Med17	1	1	1	1
Med18	1	1	1	1
Med19	0	0	0	1
Med20	0	0	0	0
Med21	1	1	1	1
Med22	1	1	1	1
Med23	1	1	1	1
Med24	1	1	1	1
Med25	1	1	1	1
Med26	1	1	1	1
Med27	1	1	1	1
Med28	1	1	1	1
Med29	0	0	1	1
Med30	1	1	1	1
Med31	0	0	0	0
Med4	1	1	1	1
Med6	1	1	1	1
Med7	1	1	1	1
Med8	1	0	0	1
Med9	1	0	0	1
Med9os	0	1	1	0
Mef2a	1	1	1	1
Mef2b	1	1	1	1
Mef2c	1	1	1	1
Mef2d	0	0	0	0
Meg3	0	0	0	0
Megf10	1	1	1	1
Megf11	1	1	0	0
Megf6	1	1	1	1
Megf8	1	1	1	1
Megf9	1	1	1	1
Mei4	1	1	1	1
Meiob	1	1	1	1
Meioc	1	0	0	0
Meis1	1	1	1	1
Meis2	1	1	1	1
Meis3	1	1	1	1
Melk	1	1	1	1
Memo1	1	1	1	1
Men1	1	1	1	1
Meox1	0	0	0	0
Mep1b	0	0	0	0
Mepce	1	1	1	1
Mertk	1	1	1	1
Mesdc1	1	1	1	1
Mesdc2	1	1	1	1
Mesp1	0	1	0	1
Mesp2	1	0	0	0
Mest	1	0	0	1
Met	1	1	1	1
Metap1	1	1	1	1
Metap1d	1	1	1	1
Metap2	0	1	0	1
Metrn	1	1	1	1
Metrnl	1	1	1	1
Mettl1	1	1	0	0
Mettl10	1	1	1	1
Mettl13	1	1	1	1
Mettl14	1	1	1	1
Mettl15	1	0	1	1
Mettl16	1	1	1	1
Mettl17	1	1	1	1
Mettl18	0	1	0	1
Mettl2	1	1	1	1
Mettl21a	1	1	1	1
Mettl21c	0	0	0	0
Mettl22	1	1	1	1
Mettl23	1	0	0	0
Mettl25	1	1	1	1
Mettl26	1	1	1	1
Mettl3	1	1	1	1
Mettl4	0	1	0	0
Mettl5	1	0	1	1
Mettl6	0	0	1	0
Mettl7a1	1	0	0	1
Mettl7a2	0	0	0	0
Mettl8	0	0	0	0
Mettl9	1	1	1	1
Mex3a	1	1	1	1
Mex3b	1	1	1	1
Mex3c	1	1	1	1
Mex3d	1	1	1	1
Mfap1a	1	1	1	1
Mfap1b	1	1	1	1
Mfap2	0	0	0	0
Mfap3	0	0	0	0
Mfap3l	1	1	1	1
Mfap4	1	0	0	0
Mfap5	0	0	0	0
Mff	1	1	1	1
Mfge8	1	1	1	1
Mfhas1	1	1	1	1
Mfn1	1	1	1	1
Mfn2	1	1	1	1
Mfng	1	1	1	0
Mfsd1	1	1	1	1
Mfsd10	1	1	1	1
Mfsd11	0	0	0	0
Mfsd12	1	1	1	1
Mfsd13a	1	0	0	1
Mfsd14a	1	1	1	1
Mfsd14b	1	1	1	1
Mfsd2a	1	1	1	1
Mfsd2b	1	1	1	1
Mfsd3	0	0	0	0
Mfsd4a	1	1	1	1
Mfsd4b4	1	1	1	1
Mfsd5	1	1	1	1
Mfsd6	1	1	1	1
Mfsd7b	1	1	1	1
Mfsd7c	1	1	1	1
Mfsd8	1	0	1	1
Mfsd9	1	1	1	1
Mga	1	1	1	1
Mgarp	1	1	1	1
Mgat1	1	1	1	1
Mgat2	1	1	1	1
Mgat3	1	0	0	1
Mgat4a	1	1	1	1
Mgat4b	1	1	1	1
Mgat4e	0	0	0	0
Mgat5	1	1	1	1
Mgat5b	1	1	1	1
Mgea5	1	1	1	1
Mgll	1	1	0	1
Mgme1	0	0	0	0
Mgmt	1	1	1	1
Mgp	0	0	0	0
Mgrn1	1	1	0	1
Mgst1	1	1	1	1
Mgst2	0	0	0	0
Mgst3	1	1	1	1
Mki67	1	1	1	1
Mkks	0	0	0	0
Mkl1	1	1	1	1
Mkl2	1	1	1	1
Mkln1	1	1	1	1
Mknk1	1	1	1	1
Mknk2	0	0	0	0
Mkrn1	1	1	1	1
Mkrn2	1	1	1	1
Mkrn3	1	1	1	1
Mks1	1	1	1	1
Mkx	1	1	1	1
Mlana	0	0	0	0
Mlec	1	1	1	1
Mlf1	1	1	1	1
Mlf2	1	1	1	1
Mlh1	0	0	0	0
Mlh3	0	0	0	0
Mlkl	1	1	1	1
Mllt1	1	1	1	1
Mllt10	1	1	1	1
Mllt11	1	0	1	0
Mllt3	1	1	1	1
Mllt6	1	0	0	0
Mlst8	1	1	1	1
Mlx	1	1	1	1
Mlxip	1	1	1	1
Mlxipl	1	1	1	1
Mlycd	1	1	1	1
Mmaa	1	1	0	1
Mmab	1	1	1	1
Mmachc	1	1	1	1
Mmadhc	1	1	1	1
Mmd	1	1	1	1
Mme	1	1	1	1
Mmel1	0	0	0	0
Mmgt1	1	1	1	1
Mmgt2	0	1	0	0
Mmp11	1	1	1	1
Mmp14	0	0	0	0
Mmp15	1	1	1	1
Mmp16	1	1	1	1
Mmp17	1	1	1	1
Mmp19	0	0	0	0
Mmp2	1	1	1	1
Mmp23	1	1	1	1
Mmp25	1	1	0	1
Mmp28	1	1	1	1
Mmp9	0	0	0	0
Mmrn1	0	0	0	0
Mmrn2	0	0	0	0
Mms19	1	1	1	1
Mms22l	1	1	1	1
Mn1	1	1	1	1
Mnat1	1	1	1	1
Mnd1	1	1	1	1
Mns1	1	1	1	1
Mnt	1	1	1	1
Moap1	1	0	1	1
Mob1a	1	1	1	1
Mob1b	1	1	1	1
Mob2	1	1	1	1
Mob3a	0	0	0	0
Mob3b	1	1	1	1
Mob3c	1	1	1	1
Mob4	1	1	1	1
Mobp	0	0	0	0
Mocos	1	1	1	1
Mocs1	1	1	1	1
Mocs2	1	1	1	1
Mocs3	1	0	1	0
Mog	0	0	0	0
Mogat2	0	0	0	0
Mogs	1	1	1	1
Mok	1	1	1	1
Mon1a	1	1	1	1
Mon1b	1	1	1	1
Mon2	1	1	1	1
Morc1	0	0	0	0
Morc2a	0	0	0	0
Morc3	1	1	1	1
Morc4	1	1	1	1
Morf4l1	1	1	1	1
